ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
301017.SZ,20260403,95981,14816.77,119860,18554.93,116828,18095.61,110665,17129.25,57185,8901.9,41497,6433.59,6818,1050.98,4791,747.49,-36883,-5664.37
301018.SZ,20260403,24388,22537.27,26613,24591.9,19634,18158.27,19667,18227.51,10853,10053.9,10432,9650.12,5331,4949.25,3494,3229.16,-3637,-3265.0
301019.SZ,20260403,6100,1226.53,5121,1030.83,3854,776.18,3906,785.7,673,135.13,1600,321.31,0,0.0,0,0.0,-675,-138.01
301020.SZ,20260403,5639,1154.63,5605,1149.41,3653,748.34,2978,609.82,1211,247.63,1920,391.37,0,0.0,0,0.0,-36,-9.8
301021.SZ,20260403,10674,5625.44,12623,6651.74,10769,5676.21,9928,5233.16,6911,3639.28,6119,3224.84,1784,937.98,1468,769.16,382,214.67
301022.SZ,20260403,9946,2789.2,8303,2331.86,6662,1865.32,6742,1885.83,2219,621.78,3782,1058.62,0,0.0,0,0.0,-2481,-699.33
301023.SZ,20260403,5425,2028.28,4722,1766.95,2730,1020.2,2457,918.25,925,345.22,1045,390.37,281,104.53,1137,422.67,256,93.7
301024.SZ,20260403,7301,2302.06,7492,2358.89,3050,962.83,2651,838.52,664,208.73,872,276.21,0,0.0,0,0.0,-501,-160.9
301025.SZ,20260403,36053,3627.37,35579,3585.31,17701,1788.34,17598,1772.41,13535,1366.03,14112,1424.01,0,0.0,0,0.0,-6871,-700.49
301026.SZ,20260403,12087,3298.71,11483,3135.42,5520,1505.2,5954,1624.75,3246,884.73,3938,1073.31,1100,301.72,578,156.89,-2717,-741.63
301027.SZ,20260403,28969,5831.96,28882,5813.23,24380,4899.76,21373,4300.73,23858,4796.96,23969,4817.79,2280,456.69,5263,1053.61,-7419,-1489.48
301028.SZ,20260403,10987,1505.18,10732,1469.79,4879,667.6,4114,563.28,1187,163.29,2207,303.01,0,0.0,0,0.0,-1166,-159.24
301029.SZ,20260403,31964,7609.05,37068,8829.28,31941,7610.13,29448,7017.76,18966,4520.22,17333,4127.25,1462,349.34,485,114.46,-6013,-1414.98
301030.SZ,20260403,51982,5277.09,42912,4368.24,34064,3460.73,32337,3284.21,16474,1669.59,26105,2637.54,0,0.0,1166,117.42,-8713,-882.61
301031.SZ,20260403,7042,9432.61,5370,7189.88,3863,5175.36,4868,6522.65,2063,2761.6,2633,3529.37,350,467.86,447,595.53,-428,-565.3
301032.SZ,20260403,23400,2747.57,21791,2556.18,13476,1579.85,11842,1387.59,3911,459.57,5070,597.95,0,0.0,2084,245.26,1965,235.05
301033.SZ,20260403,6593,3990.34,5914,3582.49,3152,1911.67,3544,2145.36,1308,792.08,1296,784.49,0,0.0,299,181.75,-1085,-654.06
301035.SZ,20260403,5334,4094.19,5135,3954.51,4801,3711.53,5047,3887.04,2014,1565.73,2496,1944.05,729,574.12,200,159.98,-738,-584.34
301036.SZ,20260403,5512,1505.21,5683,1552.64,3489,951.91,3376,921.67,934,255.99,1371,375.81,495,137.02,0,0.0,-2499,-686.19
301037.SZ,20260403,14943,2080.61,16891,2349.06,6080,844.67,4598,641.18,948,131.15,482,66.19,0,0.0,0,0.0,-733,-100.09
301038.SZ,20260403,9821,1966.94,8319,1666.08,5618,1124.56,4786,957.88,2416,484.25,4145,829.71,0,0.0,605,122.09,-459,-92.78
301039.SZ,20260403,61249,5597.91,65235,5967.43,50297,4608.07,43803,4010.52,20128,1842.74,24849,2276.12,10102,927.96,7889,722.61,4354,410.44
301040.SZ,20260403,21042,5782.01,16185,4452.48,13260,3644.04,16526,4539.31,8864,2433.45,14068,3859.22,5620,1541.38,2007,549.86,-3719,-1031.62
301041.SZ,20260403,15622,3896.48,15379,3833.49,8678,2160.95,8614,2146.92,2630,653.3,3378,839.31,1372,342.86,931,233.87,-5160,-1285.84
301042.SZ,20260403,2868,2633.41,3281,3010.99,4661,4278.73,2440,2240.8,2275,2085.64,2640,2420.49,1166,1069.87,2609,2395.37,964,890.53
301043.SZ,20260403,6057,3023.11,5158,2575.53,2723,1360.92,2805,1401.19,702,350.33,1519,757.64,0,0.0,0,0.0,-358,-179.47
301045.SZ,20260403,17358,6610.41,11326,4319.94,7359,2802.13,9439,3587.1,5786,2200.18,9048,3445.52,967,366.28,1657,626.43,-898,-329.64
301046.SZ,20260403,8148,1970.35,7160,1734.86,8467,2049.76,7794,1885.32,5206,1259.33,5744,1388.06,0,0.0,1123,271.19,-4713,-1139.35
301047.SZ,20260403,4995,3607.99,3787,2736.43,2631,1900.64,2936,2121.17,831,601.02,1596,1152.38,0,0.0,138,99.67,-371,-267.28
301048.SZ,20260403,112934,12695.21,88877,9961.64,104213,11704.9,113561,12744.65,53717,6025.06,60354,6798.62,7530,844.51,15602,1764.78,-45735,-5118.42
301049.SZ,20260403,8307,1743.71,9207,1933.39,4861,1021.08,3415,718.0,1482,310.52,1309,273.76,0,0.0,719,150.16,-982,-208.57
301050.SZ,20260403,11004,4916.79,7519,3361.98,12020,5375.11,13475,6027.48,8701,3888.51,10426,4656.88,1222,545.58,1528,679.66,-2164,-961.66
301051.SZ,20260403,14070,2903.01,15072,3111.4,9492,1958.4,8379,1731.12,4943,1019.35,3295,678.42,0,0.0,1759,359.82,-2739,-563.4
301052.SZ,20260403,15738,4954.52,12540,3950.98,8724,2748.56,10097,3178.79,4579,1442.21,6120,1924.56,897,280.86,1181,371.82,-1878,-596.1
301053.SZ,20260403,25134,10575.45,27853,11671.17,23987,10099.81,22785,9567.95,31700,13296.96,30977,13049.3,9817,4152.98,9023,3836.78,19516,8291.4
301055.SZ,20260403,22378,4555.42,29217,5951.86,15009,3069.12,13299,2720.95,11851,2419.58,6022,1230.68,0,0.0,700,140.64,-805,-154.69
301056.SZ,20260403,16266,2360.71,15767,2286.11,10712,1553.32,8480,1233.55,3357,483.74,4952,716.77,0,0.0,1136,161.34,-2653,-389.67
301057.SZ,20260403,14395,4454.91,12348,3827.84,10271,3181.83,9517,2947.13,3529,1094.08,5591,1728.26,0,0.0,739,227.59,1905,589.04
301058.SZ,20260403,21061,2031.84,20703,2000.56,22496,2173.04,16985,1639.36,4746,457.98,9197,886.38,972,93.6,2390,230.17,-9471,-916.11
301059.SZ,20260403,18906,2509.51,13536,1799.43,7765,1030.15,9320,1236.74,1412,186.27,4508,595.41,904,118.79,1622,213.13,1987,259.44
301060.SZ,20260403,34110,3388.27,36504,3617.85,17505,1740.19,18242,1818.46,11306,1125.28,6875,688.18,0,0.0,1300,129.23,-9085,-900.18
301061.SZ,20260403,3726,2699.58,2893,2100.38,1443,1042.67,1633,1179.12,281,201.97,730,525.06,0,0.0,194,139.68,67,51.96
301062.SZ,20260403,38844,2995.3,42076,3242.57,30326,2334.04,24471,1885.27,11708,898.62,12106,929.11,2024,155.04,4249,326.06,-7653,-584.19
301063.SZ,20260403,11985,2769.67,14791,3419.69,10986,2539.24,9218,2133.18,7053,1627.45,5543,1276.39,433,99.09,904,206.19,-5507,-1270.6
301065.SZ,20260403,9484,2136.39,10752,2420.18,4624,1041.41,5152,1159.48,6125,1378.56,3844,867.36,617,139.48,1101,248.82,-2940,-658.9
301066.SZ,20260403,24000,3188.71,25717,3418.24,12763,1695.73,12242,1626.95,4846,643.38,3650,482.63,0,0.0,0,0.0,-5307,-710.36
301067.SZ,20260403,7100,2138.78,7438,2240.83,3631,1094.2,3099,933.27,1337,402.31,1531,461.21,0,0.0,0,0.0,-1804,-543.37
301068.SZ,20260403,8363,2390.31,8608,2460.3,3864,1103.96,3502,1000.51,472,134.22,589,167.68,0,0.0,0,0.0,-297,-87.53
301069.SZ,20260403,24195,4860.59,16126,3241.06,13888,2788.47,16715,3356.14,4702,944.06,10359,2079.98,1916,382.87,1500,298.81,-4150,-836.47
301070.SZ,20260403,5637,3660.45,6681,4339.48,6380,4148.06,8012,5219.21,8262,5389.09,5331,3472.66,716,469.71,971,635.95,-601,-378.54
301071.SZ,20260403,27429,10719.53,29568,11574.85,23928,9374.02,24512,9599.04,16004,6271.51,13675,5349.38,3326,1303.73,2933,1145.53,2218,889.41
301072.SZ,20260403,11317,2334.02,12634,2604.68,5315,1097.19,3929,810.86,1358,279.49,690,144.15,0,0.0,737,151.01,1627,337.2
301073.SZ,20260403,15885,4189.97,14183,3741.34,7465,1972.22,7885,2080.05,3972,1048.34,6405,1693.59,1155,305.49,4,1.05,-4753,-1258.84
301075.SZ,20260403,6258,3892.86,7154,4459.13,5398,3363.22,4154,2587.4,2737,1697.94,2571,1592.7,201,123.09,715,437.89,878,555.36
301076.SZ,20260403,11282,4098.8,6971,2532.37,5352,1943.67,6976,2532.55,2599,944.13,5040,1831.69,0,0.0,246,89.99,-450,-161.99
301077.SZ,20260403,7763,2047.85,9990,2634.33,5998,1584.3,5329,1407.02,4728,1245.05,3314,874.42,541,144.88,397,106.32,-1909,-492.84
301078.SZ,20260403,72378,5900.08,52312,4265.75,43748,3565.11,47076,3836.01,24415,1988.78,33591,2736.75,1581,129.33,9142,744.78,-16395,-1332.5
301079.SZ,20260403,57396,24096.63,39074,16442.43,62542,26366.32,65593,27572.27,32595,13702.41,46092,19409.18,3352,1418.56,5127,2160.05,-9040,-3758.6
301080.SZ,20260403,38130,17676.8,23754,11015.41,19166,8910.46,20824,9672.28,9451,4397.44,14928,6932.08,849,391.23,8089,3756.16,877,429.13
301081.SZ,20260403,41482,6136.33,48520,7179.78,39377,5819.13,30879,4570.08,23492,3480.27,23083,3409.57,674,102.13,2543,378.43,-786,-104.51
301082.SZ,20260403,16915,2865.06,16010,2712.36,11120,1883.07,12188,2064.0,6947,1176.31,5902,998.8,0,0.0,882,149.28,-8800,-1491.01
301083.SZ,20260403,22811,3753.35,15278,2519.05,10196,1680.01,10412,1718.1,6299,1035.77,11437,1877.32,578,94.21,2757,448.87,4932,805.13
301085.SZ,20260403,12235,6820.33,14132,7886.69,11207,6259.0,12047,6718.8,8402,4687.32,6146,3428.57,1451,811.92,971,544.51,-1111,-597.51
301086.SZ,20260403,5796,7532.95,5092,6620.17,5846,7609.48,5363,6975.53,6256,8123.87,5924,7707.37,1256,1637.86,2774,3601.1,-2254,-2918.1
301087.SZ,20260403,10863,6087.57,10427,5844.23,4695,2628.88,4118,2309.78,1904,1068.33,2837,1592.29,1990,1115.07,2070,1153.54,1104,612.45
301088.SZ,20260403,8160,1128.53,9959,1377.62,5552,768.43,3852,533.06,973,134.38,874,120.66,0,0.0,0,0.0,-2183,-300.83
301089.SZ,20260403,18733,5313.44,12803,3629.76,8646,2453.42,10370,2944.18,3648,1033.24,7060,2001.55,0,0.0,794,224.62,501,141.94
301090.SZ,20260403,54966,4089.83,43698,3255.79,38495,2867.05,37838,2811.09,13333,996.65,26579,1978.91,4321,319.38,3000,227.1,-31859,-2374.5
301091.SZ,20260403,13411,2759.4,11389,2345.26,7852,1613.83,8795,1806.25,3070,629.72,4217,865.33,68,13.88,0,0.0,-4034,-828.19
301092.SZ,20260403,5833,1853.16,5530,1757.18,2779,881.89,2384,756.87,830,262.76,1491,472.03,0,0.0,37,11.73,-874,-278.68
301093.SZ,20260403,14849,11584.28,7272,5682.13,17598,13796.07,15450,12142.82,22679,17752.84,17875,13935.53,6149,4796.65,20678,16169.36,-9970,-7720.39
301095.SZ,20260403,21322,14196.31,19581,13040.64,14937,9957.81,18075,12049.79,10002,6670.87,9218,6156.51,5551,3714.25,4938,3292.3,4750,3184.43
301096.SZ,20260403,9249,4745.96,7160,3671.53,7675,3943.79,9051,4644.15,5679,2910.97,5366,2751.71,602,306.93,1628,840.25,-4127,-2097.19
301097.SZ,20260403,4269,2233.39,3802,1993.66,1862,971.21,2692,1401.11,1332,691.74,970,501.58,0,0.0,0,0.0,-1378,-718.81
301098.SZ,20260403,30548,2472.27,35674,2889.84,22534,1825.88,17987,1455.26,3774,304.66,3194,257.72,0,0.0,0,0.0,-6134,-496.01
301099.SZ,20260403,30134,13248.45,29195,12819.3,20465,9007.09,23462,10338.88,12154,5362.99,10296,4540.23,3063,1334.76,2863,1254.87,-8702,-3798.11
301100.SZ,20260403,8164,1453.36,8346,1487.8,3009,537.27,3146,560.44,481,86.31,162,28.71,0,0.0,0,0.0,-3200,-570.2
301101.SZ,20260403,6731,2216.02,6187,2040.72,4453,1464.85,4102,1350.15,4480,1460.39,1147,375.98,772,251.94,5000,1626.36,-451,-151.03
301102.SZ,20260403,11827,1229.44,14590,1516.87,7922,824.11,7266,755.95,2412,250.89,305,31.62,0,0.0,0,0.0,-4423,-460.35
301103.SZ,20260403,12483,2402.49,15286,2935.83,6163,1182.66,3942,759.76,855,162.95,273,52.51,0,0.0,0,0.0,-1977,-382.88
301105.SZ,20260403,2966,1724.74,2878,1670.45,2877,1668.96,2823,1638.43,1689,974.38,1719,994.57,0,0.0,112,64.63,-1670,-961.81
301106.SZ,20260403,6323,1747.66,6080,1680.46,2857,789.38,2604,719.67,1173,323.65,1669,460.56,0,0.0,0,0.0,-472,-128.89
301107.SZ,20260403,6680,1750.69,6373,1669.85,2488,651.0,2613,686.02,913,240.31,595,156.11,0,0.0,500,130.01,-1429,-373.39
301108.SZ,20260403,8022,2296.12,8503,2433.76,2222,636.2,1851,530.01,522,148.87,412,117.42,0,0.0,0,0.0,-1384,-395.91
301109.SZ,20260403,35886,5541.48,33446,5166.45,26066,4028.27,20230,3129.28,6198,954.91,14474,2228.93,0,0.0,0,0.0,-5802,-881.22
301110.SZ,20260403,9153,5041.94,7348,4048.4,3017,1661.99,3802,2093.09,1238,682.42,1741,959.04,377,208.48,894,494.29,-860,-471.93
301111.SZ,20260403,21505,4177.14,19423,3778.53,12090,2353.82,14669,2851.05,7866,1530.75,6848,1329.64,0,0.0,520,102.49,-2710,-536.73
301112.SZ,20260403,3537,1115.88,3412,1076.14,1811,570.87,1707,538.55,405,128.18,634,200.24,0,0.0,0,0.0,-1035,-327.3
301113.SZ,20260403,8486,2057.75,8507,2061.68,2671,646.1,2372,575.63,109,26.39,522,125.38,135,32.45,0,0.0,-364,-89.08
301115.SZ,20260403,16806,3290.68,12813,2510.4,9443,1849.97,11661,2284.1,4239,831.36,7014,1374.87,1000,197.36,0,0.0,687,134.28
301116.SZ,20260403,19105,1859.82,20706,2012.31,10395,1009.21,7802,761.17,1685,163.63,2677,259.19,0,0.0,0,0.0,-1101,-110.2
301117.SZ,20260403,20605,8425.27,13736,5624.05,11842,4848.34,14171,5792.49,6853,2801.67,10270,4193.42,927,376.94,2050,842.27,-413,-178.19
301118.SZ,20260403,11871,2698.87,14254,3239.5,6696,1524.01,6277,1429.29,2893,659.53,3038,691.13,2743,621.42,634,143.92,-3653,-832.68
301119.SZ,20260403,5733,2352.49,4961,2040.02,4533,1863.38,5589,2297.35,2222,914.03,1965,803.57,403,164.83,376,153.78,-1837,-757.6
301120.SZ,20260403,47466,9815.33,27850,5766.09,30504,6310.94,37536,7760.04,20107,4152.3,29090,6010.65,2726,559.51,6328,1301.3,4364,892.03
301121.SZ,20260403,6417,2154.38,5292,1778.86,2938,986.62,3402,1142.17,1113,373.92,1380,462.43,0,0.0,393,131.46,-392,-134.55
301122.SZ,20260403,7067,1979.08,6641,1861.04,3831,1073.23,3206,897.46,1456,407.79,2334,653.31,0,0.0,173,48.29,-168,-48.78
301123.SZ,20260403,24472,12880.87,34121,17984.16,26713,14087.3,26884,14181.05,19706,10403.62,16613,8760.75,9262,4889.77,2536,1335.58,9200,4878.89
301125.SZ,20260403,20232,3857.07,17393,3313.54,7333,1397.49,9383,1790.08,3888,740.62,4096,780.88,0,0.0,581,110.68,-977,-184.87
301126.SZ,20260403,57756,6573.45,50436,5740.62,25185,2879.0,31588,3612.77,10194,1172.64,11643,1333.07,1707,197.09,1175,135.71,-14704,-1666.02
301127.SZ,20260403,18398,2834.07,23040,3548.36,23825,3668.91,20243,3119.28,19154,2944.52,18107,2783.82,5850,897.33,5837,893.38,-10768,-1657.12
301128.SZ,20260403,15610,24458.86,17554,27548.46,21535,33758.78,21201,33313.84,20169,31739.17,18174,28527.25,13725,21478.93,14111,22046.19,330,502.29
301129.SZ,20260403,12020,2865.78,10222,2439.95,5161,1233.36,6172,1471.95,2287,547.13,3566,853.24,492,118.87,0,0.0,859,207.32
301130.SZ,20260403,16801,5300.22,12862,4057.63,6799,2146.99,9268,2927.95,2455,777.63,3894,1229.76,386,122.25,416,131.75,1057,334.86
301131.SZ,20260403,6096,2434.61,7385,2948.94,3634,1452.69,2828,1131.27,1639,654.91,1157,461.99,0,0.0,0,0.0,-1758,-699.97
301132.SZ,20260403,17004,6564.23,22049,8525.7,18057,6982.87,14209,5494.17,8782,3401.2,7578,2927.2,1933,750.24,1939,751.47,-4720,-1796.98
301133.SZ,20260403,17946,6524.29,26927,9780.92,23681,8619.62,23883,8693.19,19941,7281.84,15366,5601.37,9796,3538.25,5189,1888.53,-15072,-5539.77
301135.SZ,20260403,9233,2434.46,9387,2476.77,3232,852.09,2952,781.77,1479,393.23,1605,421.24,0,0.0,0,0.0,-1960,-519.78
301136.SZ,20260403,45894,6873.59,32128,4807.86,26810,4019.32,30831,4622.57,13016,1943.24,17571,2631.09,0,0.0,5190,774.62,-7810,-1170.18
301137.SZ,20260403,36403,15519.75,20623,8803.55,44344,18844.3,43216,18358.56,22282,9418.47,37714,15979.68,3572,1504.34,5047,2145.07,-8134,-3528.59
301138.SZ,20260403,6282,2278.29,6253,2267.53,4069,1475.37,3770,1367.6,2334,847.71,2609,947.0,0,0.0,53,19.24,381,141.0
301139.SZ,20260403,12323,2116.72,13048,2243.04,8221,1413.93,7736,1329.68,1866,320.29,1626,278.21,0,0.0,0,0.0,-2878,-492.62
301141.SZ,20260403,5663,2716.24,4857,2331.3,2896,1388.97,3396,1628.36,1132,542.39,1528,730.9,314,149.78,224,106.81,447,213.29
301148.SZ,20260403,3061,1519.55,3506,1740.73,2473,1228.35,2190,1087.12,1994,989.06,1442,715.51,424,210.4,814,404.0,-504,-249.08
301149.SZ,20260403,36080,4170.54,35949,4156.68,36548,4226.49,31970,3705.05,21988,2545.68,19407,2242.67,1744,199.61,9034,1037.93,-11647,-1349.76
301150.SZ,20260403,31446,17440.38,33502,18609.66,24802,13827.42,25112,14015.31,15631,8744.28,13129,7311.52,5055,2829.1,5191,2904.68,-277,-142.48
301151.SZ,20260403,9109,1616.96,8600,1526.77,3976,705.33,3239,575.31,628,111.2,1874,331.42,0,0.0,0,0.0,-743,-132.11
301152.SZ,20260403,15217,4143.29,14459,3937.66,8654,2351.69,10440,2837.41,5826,1586.06,4798,1305.97,0,0.0,0,0.0,-2817,-765.38
301153.SZ,20260403,41731,10098.49,43484,10535.83,25959,6296.93,25726,6246.45,18072,4389.69,9920,2411.77,1622,397.31,8253,1988.37,2067,512.62
301155.SZ,20260403,16583,10613.93,11021,7068.78,14443,9252.0,15541,9954.36,9101,5821.83,11092,7089.87,3569,2277.0,6043,3851.74,361,261.53
301156.SZ,20260403,14153,2573.04,15000,2726.35,6458,1174.21,4938,900.51,517,92.88,1190,213.27,0,0.0,0,0.0,1584,289.37
301157.SZ,20260403,8460,5070.47,8877,5339.05,10138,6078.87,9958,5977.34,4687,2811.64,4865,2902.64,592,362.33,177,104.29,1429,861.04
301158.SZ,20260403,40480,9644.94,37303,8894.12,25374,6061.25,24382,5822.61,14411,3443.14,17185,4099.27,1766,420.45,3161,753.79,-6684,-1586.35
301159.SZ,20260403,15912,6281.95,13395,5289.68,5332,2104.89,6586,2598.71,1286,507.19,2549,1005.64,0,0.0,0,0.0,-1733,-686.35
301160.SZ,20260403,8492,4383.62,3757,1945.51,6369,3294.11,9034,4657.96,3927,2022.06,4253,2196.86,645,336.71,2391,1236.17,-997,-518.29
301161.SZ,20260403,12995,3679.45,12335,3495.04,5751,1629.3,4910,1392.32,1948,552.47,3804,1074.63,1096,314.26,741,213.48,1382,393.62
301162.SZ,20260403,9028,5618.48,8449,5256.36,5064,3154.56,5144,3204.21,2613,1625.67,3193,1990.71,329,206.61,248,154.05,-1168,-723.16
301163.SZ,20260403,11008,3067.97,12390,3453.56,3849,1073.75,2764,771.3,686,191.02,389,107.88,0,0.0,0,0.0,-1481,-409.48
301165.SZ,20260403,18387,14925.3,24355,19770.52,23643,19203.24,24388,19822.65,16206,13166.19,10988,8921.24,3145,2558.47,1650,1338.78,-4753,-3813.49
301166.SZ,20260403,13099,3965.33,12491,3777.6,6234,1885.74,6366,1927.25,1069,324.25,1461,444.59,364,111.93,448,137.81,-2822,-848.93
301167.SZ,20260403,16545,2601.81,21041,3306.3,8560,1347.6,7534,1188.44,4688,738.28,1218,192.95,0,0.0,0,0.0,-5586,-879.45
301168.SZ,20260403,4477,1809.94,6223,2510.16,5654,2279.0,5332,2148.57,5448,2198.06,4541,1837.87,1836,740.0,1319,530.4,-2345,-939.85
301169.SZ,20260403,4525,2362.54,5321,2776.86,3114,1625.61,2593,1355.18,915,478.41,640,334.51,0,0.0,0,0.0,-288,-151.71
301170.SZ,20260403,5297,1460.97,5619,1550.28,2955,816.01,2244,619.63,990,271.42,1379,378.49,0,0.0,0,0.0,-800,-221.83
301171.SZ,20260403,102683,43015.76,53841,22545.71,88874,37214.45,92062,38581.28,28846,12087.8,69529,29126.43,13062,5460.1,18033,7524.68,-11638,-4868.14
301172.SZ,20260403,51945,13849.45,56140,14955.92,48878,13006.52,46116,12238.94,38557,10268.02,31709,8447.23,9154,2431.85,14570,3913.76,31932,8456.82
301173.SZ,20260403,3458,1433.28,3098,1285.24,902,372.93,1308,541.08,469,194.13,423,174.02,0,0.0,0,0.0,-775,-322.1
301175.SZ,20260403,107702,6478.19,81641,4906.78,70740,4254.0,66056,3973.3,38924,2334.96,54996,3305.39,0,0.0,14673,881.68,-38096,-2286.34
301176.SZ,20260403,36988,9495.95,46749,12010.44,22351,5743.04,20456,5256.67,12826,3294.4,9779,2514.88,5531,1433.72,712,185.12,-7998,-2049.91
301177.SZ,20260403,5472,1489.93,5473,1491.07,1978,537.32,1889,513.94,205,55.9,1020,278.2,727,200.07,0,0.0,-1098,-302.33
301178.SZ,20260403,6541,3179.03,5913,2873.11,4710,2289.38,4333,2107.02,904,437.8,1687,816.97,60,29.48,282,138.58,-325,-153.75
301179.SZ,20260403,88877,23723.51,95740,25566.61,124561,33315.03,124521,33288.77,82358,22038.3,84433,22621.05,26809,7177.06,17910,4777.47,-6266,-1557.88
301180.SZ,20260403,39318,7322.34,24852,4637.42,24112,4501.18,29171,5449.51,12886,2403.46,22476,4179.71,1975,367.58,1792,327.93,-6391,-1195.31
301181.SZ,20260403,5537,2155.4,4084,1595.04,3690,1436.64,3716,1446.27,2086,814.4,3173,1233.5,0,0.0,340,131.63,-1523,-592.67
301182.SZ,20260403,7852,4625.11,7872,4634.26,7770,4577.36,7947,4680.17,6766,3982.28,5513,3250.22,187,108.53,1243,728.64,155,99.54
301183.SZ,20260403,22394,37611.7,26960,45353.42,37998,63837.89,42644,71830.32,37692,63488.7,34470,58023.54,18688,31647.43,12698,21378.43,14196,23970.2
301185.SZ,20260403,10529,1896.55,10367,1868.39,6528,1174.48,5676,1021.25,760,136.89,1774,318.29,0,0.0,0,0.0,-2769,-497.97
301186.SZ,20260403,10818,6276.48,12157,7053.54,12203,7080.05,11865,6871.15,8209,4759.65,5702,3313.91,1360,786.07,2867,1663.64,3826,2231.13
301187.SZ,20260403,5701,1128.55,5481,1084.96,2714,537.11,3071,607.51,898,177.34,736,145.6,0,0.0,25,4.94,-1353,-268.15
301188.SZ,20260403,157465,34209.63,142093,30957.14,159722,34773.07,134406,29384.57,126905,27742.02,154575,33824.61,81540,18159.07,94558,20717.46,-25454,-5553.14
301189.SZ,20260403,8298,3712.62,10945,4897.0,6487,2901.31,6664,2985.68,7153,3207.28,3983,1784.51,2,0.88,348,154.9,-3736,-1675.47
301190.SZ,20260403,11333,2460.07,11063,2403.27,5677,1230.57,3045,660.59,2003,434.56,3064,664.14,2061,444.19,3902,841.4,4672,1009.41
301191.SZ,20260403,11234,15557.26,21840,30266.42,24053,33343.61,24599,34081.96,17752,24582.55,13543,18772.08,10350,14362.1,3408,4725.06,949,1423.18
301192.SZ,20260403,7691,1977.41,7239,1859.45,2955,757.84,3426,879.62,1212,310.35,1193,306.53,0,0.0,0,0.0,-1414,-362.33
301193.SZ,20260403,10942,2404.9,10277,2258.39,3400,746.31,4325,949.41,2678,588.9,2199,484.08,676,149.46,894,197.69,224,49.73
301195.SZ,20260403,4226,1273.26,3642,1097.78,2796,841.83,2686,808.22,993,298.23,1333,400.81,0,0.0,355,106.5,-1442,-434.15
301196.SZ,20260403,13047,13379.56,13542,13932.54,15796,16246.09,17017,17489.55,11461,11795.2,11976,12308.29,5142,5294.23,2912,2984.7,-1806,-1788.63
301197.SZ,20260403,18027,3808.95,19919,4201.47,11655,2464.28,10371,2196.71,4924,1038.86,4659,985.98,868,182.95,525,110.88,-7329,-1543.52
301198.SZ,20260403,18010,2429.98,19583,2642.1,10822,1458.54,7132,962.46,1786,239.76,3518,472.03,1219,163.47,1604,215.15,245,28.15
301199.SZ,20260403,5209,1137.72,5308,1159.02,2056,448.4,2119,462.48,956,208.19,795,172.82,0,0.0,0,0.0,-1786,-389.44
301200.SZ,20260403,9921,15775.53,9360,14944.35,13353,21278.03,13581,21649.84,9856,15717.15,8486,13503.09,1945,3091.66,3647,5765.09,-2540,-3954.2
301201.SZ,20260403,37058,21850.94,43202,25606.33,65741,38942.08,64427,38146.83,80569,47721.52,62509,37065.09,43388,25664.87,56617,33361.15,29841,18117.43
301202.SZ,20260403,5814,2108.9,5401,1959.8,1835,665.94,2038,739.27,667,241.7,1161,420.17,284,102.69,0,0.0,-182,-65.61
301203.SZ,20260403,3806,1486.02,4285,1673.39,1811,705.55,1477,575.39,1650,643.07,1414,550.96,250,95.9,341,130.81,-545,-212.97
301205.SZ,20260403,18621,41504.02,17654,39489.83,35294,78876.87,38363,85653.62,35015,78404.44,35724,79975.67,21474,48116.9,18664,41783.11,-10017,-21548.67
301206.SZ,20260403,5292,1369.46,4503,1164.82,4974,1286.88,3773,978.2,2140,552.44,1841,477.6,0,0.0,2289,588.16,-1018,-264.46
301207.SZ,20260403,35416,7027.53,25536,5071.63,21068,4185.51,23292,4624.15,8070,1599.77,13493,2674.04,1848,366.54,4081,809.52,-3137,-618.07
301208.SZ,20260403,5932,1933.92,6252,2042.94,3463,1134.98,3010,987.06,1764,578.89,1573,513.1,0,0.0,324,104.68,-543,-180.23
301209.SZ,20260403,3231,2749.68,2626,2233.99,2353,1997.09,2797,2374.07,1609,1364.2,1442,1223.26,8,6.78,337,286.43,-423,-355.1
301210.SZ,20260403,8663,3255.43,8442,3177.96,4137,1556.11,3585,1351.57,1354,514.01,1972,741.95,920,345.6,1075,399.66,-3014,-1143.86
301211.SZ,20260403,33559,4084.86,25580,3114.39,16113,1961.68,17900,2178.61,7197,875.13,13740,1670.03,1922,234.38,1571,193.02,-755,-89.46
301212.SZ,20260403,7272,1897.91,7109,1855.85,2143,558.77,2011,524.68,449,117.05,744,193.2,0,0.0,0,0.0,-1531,-398.7
301213.SZ,20260403,4643,3067.08,3432,2268.37,2366,1562.62,3301,2179.78,1356,894.88,1614,1064.59,192,126.39,210,138.24,-112,-75.37
301215.SZ,20260403,51170,3028.87,43068,2555.08,26499,1567.31,17826,1054.32,13559,800.63,22352,1317.85,0,0.0,7982,469.56,-14492,-855.86
301216.SZ,20260403,68847,19461.7,99157,28045.97,104435,29559.93,73595,20782.73,74347,20991.22,67017,18960.06,13677,3866.34,21537,6090.41,24249,6827.93
